,Unnamed: 0,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,Unnamed: 11,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p),개인 순매수비율,기관 순매수비율,외국인 순매수비율
235,235,2019-11-28,124000.0,500.0,742295,228132,188033,40099,424341,393124,31217,-71316,,89822,161138,12.10057995810291,-20.459582008476726,21.70808101900188,13.564597360272865,-9.607501060898969,5.402030190153511,4.205470870745458
236,236,2019-11-27,123500.0,1000.0,697261,215352,205193,10159,393622,372981,20641,-30800,,88287,119087,12.661973063171466,0.5613931050685554,17.079257265213457,-4.628823753788423,-4.41728420204199,1.456986695082616,2.9602975069593738
237,237,2019-11-26,122500.0,-2500.0,1854318,433362,328549,104813,1064778,1389405,-324627,219814,,356178,136364,19.208032279253075,6.546059216081608,7.353862713946585,-9.725394551266874,11.85416956530649,5.652374619671491,-17.50654418497798
238,238,2019-11-25,125000.0,1500.0,640837,187642,226310,-38668,356579,288654,67925,-29257,,96616,125873,15.076532722049446,-4.131499557203629,19.6419682384132,12.28810552446662,-4.565435516363755,-6.0339836807175615,10.599419197081318
239,239,2019-11-22,123500.0,-1000.0,707333,275545,137672,137873,295093,426284,-131191,-6682,,136695,143377,19.325409672671853,4.248876950622407,20.27008495291468,0.628116714501477,-0.9446752802428277,19.491950750212418,-18.54727546996959
240,240,2019-11-21,124500.0,0.0,724349,293145,303393,-10248,299421,308823,-9402,19650,,131783,112133,18.193301847590046,-1.1321078250818104,15.480521130007773,-4.789563822906906,2.7127807175822705,-1.4147876230932879,-1.2979930944889826
241,241,2019-11-20,124500.0,-500.0,593391,215633,211131,4502,254867,316717,-61850,57348,,122891,65543,20.709953470814355,2.516651623224313,11.045499510440841,-4.435021619566934,9.664453960373514,0.7586903070656617,-10.423144267439175
242,242,2019-11-19,125000.0,-1000.0,537780,192009,183643,8366,228217,236119,-7902,-464,,117554,118018,21.859124549072114,1.1491710782577584,21.945405184276094,10.899905673835258,-0.08628063520398677,1.5556547286994682,-1.4693740934954813
243,243,2019-11-18,126000.0,500.0,596279,153757,159573,-5816,271261,321420,-50159,55975,,171261,115286,28.721621925306774,6.862497376234664,19.33423783161909,-2.611167352657006,9.387384093687686,-0.975382329412909,-8.412001764274777
244,244,2019-11-15,125500.0,1000.0,469109,269053,118041,151012,85835,192430,-106595,-44417,,114221,158638,24.348498962927593,-4.373122962379185,33.81687411667651,14.482636285057414,-9.468375153748916,32.19123913632013,-22.722863982571216
245,245,2019-11-14,124500.0,0.0,540352,360487,378151,-17664,85384,101162,-15778,33442,,94481,61039,17.485083797228473,-6.863415165699119,11.296155098898494,-22.52071901777801,6.188928698329978,-3.268980220300841,-2.9199484780291365
246,246,2019-11-13,124500.0,-1000.0,528121,308939,208379,100560,92908,203559,-110651,10091,,126274,116183,23.91005091636197,6.424967119133495,21.999314551021453,10.703159452122957,1.9107363653405185,19.041090962109063,-20.951827327449582
247,247,2019-11-12,125500.0,2000.0,598855,217716,138395,79321,232988,265354,-32366,-46955,,148151,195106,24.739043675013146,0.8289927586511823,32.57983986106821,10.580525310046756,-7.840796186055055,13.245443387798382,-5.404647201743327
248,248,2019-11-11,123500.0,-500.0,370258,191115,156863,34252,72750,132478,-59728,25476,,106393,80917,28.734828146859762,3.995784471846609,21.854220570521093,-10.725619290547113,6.880607576338661,9.25084670689087,-16.13145428322953
249,249,합계,,,475096862,129220411,128791761,428650,83234473,108712269,-25477796,25049146,,262641978,237592832,55.28177494045414,26.54694679359439,50.0093456731777,28.1551251026566,5.272429267276449,0.09022370684485809,-5.362652974121307
