날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수
2020-03-12,97300,-4200,871598,396986,389353,7633,194131,257385,-63254,55621
2020-03-11,101500,-2500,380742,142618,187854,-45236,135503,74336,61167,-15931
2020-03-10,104000,500,501439,229508,194010,35498,138086,157392,-19306,-16192
2020-03-09,103500,-4500,502867,165685,197109,-31424,132316,167013,-34697,66121
2020-03-06,108000,-3000,318195,140677,185977,-45300,52800,45141,7659,37641
2020-03-05,111000,2000,392545,193650,241846,-48196,96698,46661,50037,-1841
2020-03-04,109000,2500,353320,181613,142513,39100,99484,92191,7293,-46393
2020-03-03,106500,0,407337,98753,205747,-106994,169296,103609,65687,41307
2020-03-02,106500,1000,418061,138953,235136,-96183,147579,53318,94261,1922
2020-02-28,105500,-3500,650896,244772,296674,-51902,238192,141106,97086,-45184
2020-02-27,109000,-1500,657663,223162,365044,-141882,141854,120419,21435,120447
2020-02-26,110500,-1500,331040,145622,162326,-16704,100402,89063,11339,5365
2020-02-25,112000,2500,402750,157117,165781,-8664,126738,93098,33640,-24976
2020-02-24,109500,-4000,445637,169717,158730,10987,168742,77157,91585,-102572
2020-02-21,113500,-2000,299243,92659,142070,-49411,108602,42934,65668,-16257
2020-02-20,115500,-2000,286186,75325,176298,-100973,82111,35535,46576,54397
2020-02-19,117500,500,245852,83183,123601,-40418,81354,22026,59328,-18910
2020-02-18,117000,-2500,394843,89148,208712,-119564,103849,75720,28129,91435
2020-02-17,119500,0,210755,73575,85264,-11689,29386,38142,-8756,20445
2020-02-14,119500,1000,310446,93491,146544,-53053,91099,45862,45237,7816
2020-02-13,118500,-1000,443917,146649,220740,-74091,39759,56440,-16681,90772
2020-02-12,119500,500,325990,127719,109321,18398,51227,78780,-27553,9155
2020-02-11,119000,3000,543327,215824,181573,34251,95379,72011,23368,-57619
2020-02-10,116000,1000,297490,116325,116756,-431,53915,72862,-18947,19378
2020-02-07,115000,-500,358446,111796,181753,-69957,100886,53385,47501,22456
2020-02-06,115500,5000,608944,293450,204152,89298,82047,68146,13901,-103199
2020-02-05,110500,-500,405448,142128,218912,-76784,164621,95373,69248,7536
2020-02-04,111000,3500,387111,169720,231340,-61620,94593,33105,61488,132
2020-02-03,107500,-1000,379093,192986,197449,-4463,67461,56643,10818,-6355
2020-01-31,108500,-2000,391016,190868,191019,-151,99835,76376,23459,-23308
2020-01-30,110500,-3000,448272,175876,273462,-97586,93411,38196,55215,42371
2020-01-29,113500,1500,384304,151624,194573,-42949,122941,47816,75125,-32176
2020-01-28,112000,-5000,706005,284538,255344,29194,84622,117103,-32481,3287
2020-01-23,117000,5000,1290170,716920,516150,200770,159170,142860,16310,-217080
2020-01-22,112000,2000,285391,165403,100918,64485,17252,65782,-48530,-15955
2020-01-21,110000,-2000,248677,122586,115792,6794,16039,50414,-34375,27581
2020-01-20,112000,4500,544608,357481,195476,162005,59564,46401,13163,-175168
2020-01-17,107500,-500,181114,80123,97701,-17578,21017,31696,-10679,28257
2020-01-16,108000,1000,200395,104652,106137,-1485,39230,13273,25957,-24472
2020-01-15,107000,0,199124,54932,123490,-68558,62497,23186,39311,29247
2020-01-14,107000,-2000,343008,110279,218999,-108720,54477,41135,13342,95378
2020-01-13,109000,2000,336316,192662,132496,60166,42779,51523,-8744,-51422
2020-01-10,107000,500,267976,144460,120398,24062,49999,76774,-26775,2713
2020-01-09,106500,1500,446040,127256,317825,-190569,55665,58002,-2337,192906
2020-01-08,105000,-3000,409091,171743,194337,-22594,46899,77286,-30387,52981
2020-01-07,108000,2000,200467,114522,83528,30994,34199,21877,12322,-43316
2020-01-06,106000,-1500,236334,110795,111672,-877,51576,9442,42134,-41257
2020-01-03,107500,0,253791,100123,142492,-42369,57957,18357,39600,2769
2020-01-02,107500,-1000,232765,81096,143951,-62855,48313,15748,32565,30290
2019-12-30,108500,-500,236635,113741,47223,66518,29724,90382,-60658,-5860
2019-12-27,109000,2500,393278,182864,121223,61641,76019,37742,38277,-99918
2019-12-26,106500,-1500,449185,215223,44881,170342,18050,17793,257,-170599
2019-12-24,108000,-1000,277714,151227,32009,119218,15118,28247,-13129,-106089
2019-12-23,109000,500,303980,215194,38499,176695,22691,47220,-24529,-152166
2019-12-20,108500,1000,314911,148344,36211,112133,119809,130088,-10279,-101854
2019-12-19,107500,4500,494970,241596,124575,117021,150470,30631,119839,-236860
2019-12-18,103000,0,184459,68498,54454,14044,69426,41886,27540,-41584
2019-12-17,103000,-1000,317989,149559,61477,88082,77458,116946,-39488,-48594
2019-12-16,104000,0,179817,109063,52153,56910,22924,55180,-32256,-24654
2019-12-13,104000,1500,233850,112566,70513,42053,59569,16241,43328,-85381
2019-12-12,102500,1500,444609,322277,276629,45648,98887,27559,71328,-116976
2019-12-11,101000,500,137557,87932,61140,26792,36452,15720,20732,-47524
2019-12-10,100500,700,192039,87690,74855,12835,57571,19251,38320,-51155
2019-12-09,99800,-1200,176408,68518,99520,-31002,36351,25864,10487,20515
2019-12-06,101000,500,207075,99653,79846,19807,46828,60858,-14030,-5777
2019-12-05,100500,-2000,268482,141996,71532,70464,27268,104093,-76825,6361
2019-12-04,102500,1000,285419,174811,69451,105360,65900,140043,-74143,-31217
2019-12-03,101500,1000,204605,136851,74839,62012,37360,66411,-29051,-32961
2019-12-02,100500,1600,244030,168335,58707,109628,47347,96844,-49497,-60131
2019-11-29,98900,-2600,301534,105325,115514,-10189,68038,92382,-24344,34533
2019-11-28,101500,0,148563,48546,60718,-12172,40739,21499,19240,-7068
2019-11-27,101500,-500,185696,75534,56105,19429,63648,71077,-7429,-12000
2019-11-26,102000,-2000,483971,164178,127267,36911,202175,274046,-71871,34960
2019-11-25,104000,2500,208912,103106,44565,58541,62077,68166,-6089,-52452
2019-11-22,101500,500,182751,92445,42760,49685,60993,63844,-2851,-46834
2019-11-21,101000,-1500,320446,139480,99936,39544,63215,69460,-6245,-33299
2019-11-20,102500,-500,196959,80262,72614,7648,45709,43591,2118,-9766
2019-11-19,103000,-1000,204642,74801,79162,-4361,55818,57956,-2138,6499
2019-11-18,104000,0,234521,75920,82917,-6997,20779,72698,-51919,58916
2019-11-15,104000,1500,267000,123094,35013,88081,11834,92860,-81026,-7055
2019-11-14,102500,2000,315761,237548,207273,30275,48207,38814,9393,-39668
2019-11-13,100500,-1500,175104,70606,94044,-23438,29947,36009,-6062,29500
2019-11-12,102000,0,189839,79039,83510,-4471,45493,46100,-607,5078
2019-11-11,102000,-500,225387,79770,89292,-9522,81952,23518,58434,-48912
합계,,,141234777,45233137,45433431,-200294,22935811,22846703,89108,111186
