날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수
2020-03-30,185000,1000,937759,154179,119122,35057,167144,151465,15679,-50736
2020-03-27,184000,2500,1927549,165726,208881,-43155,436598,314120,122478,-79323
2020-03-26,181500,-1500,2441069,213792,292473,-78681,404793,246920,157873,-79192
2020-03-25,183000,-1000,2334554,199616,357989,-158373,431313,274411,156902,1471
2020-03-24,184000,9000,3903710,198203,209487,-11284,811708,309442,502266,-490982
2020-03-23,175000,22500,6685918,184073,403837,-219764,1098099,501988,596111,-376347
2020-03-20,152500,12500,2019176,243711,162285,81426,422941,328059,94882,-176308
2020-03-19,140000,-17000,2890238,374400,207470,166930,398466,362802,35664,-202594
2020-03-18,157000,-11000,1214771,115571,196685,-81114,233369,289263,-55894,137008
2020-03-17,168000,2500,1400196,291788,124645,167143,324726,267888,56838,-223981
2020-03-16,165500,-5000,1054288,153265,195485,-42220,200911,142311,58600,-16380
2020-03-13,170500,-2000,2228505,378626,275980,102646,369760,525036,-155276,52630
2020-03-12,172500,-2500,1210096,393008,265282,127726,189473,238122,-48649,-79077
2020-03-11,175000,-6000,816884,198039,232780,-34741,187851,152546,35305,-564
2020-03-10,181000,7000,1203990,275969,170529,105440,329379,225614,103765,-209205
2020-03-09,174000,-3500,992060,236270,135122,101148,172774,242507,-69733,-31415
2020-03-06,177500,-4500,706838,159561,138244,21317,123295,164051,-40756,19439
2020-03-05,182000,7500,908489,177030,145922,31108,346737,67579,279158,-310266
2020-03-04,174500,2000,427029,102662,109609,-6947,158321,89024,69297,-62350
2020-03-03,172500,-2500,655782,118285,200852,-82567,143069,162230,-19161,101728
2020-03-02,175000,5000,658143,136489,114227,22262,230091,116292,113799,-136061
2020-02-28,170000,-500,819064,222549,143755,78794,257675,201371,56304,-135098
2020-02-27,170500,-2500,658855,142162,220939,-78777,186059,148007,38052,40725
2020-02-26,173000,500,767937,217753,152520,65233,148822,211526,-62704,-2529
2020-02-25,172500,3500,568928,174065,103794,70271,78827,111142,-32315,-37956
2020-02-24,169000,-8000,768670,188534,126712,61822,78231,166839,-88608,26786
2020-02-21,177000,-2000,448780,101140,99577,1563,125094,52475,72619,-74182
2020-02-20,179000,-2500,753214,212299,140761,71538,153800,178454,-24654,-46884
2020-02-19,181500,-3000,738862,110907,196304,-85397,233121,165299,67822,17575
2020-02-18,184500,-1500,550403,71962,118498,-46536,104175,133470,-29295,75831
2020-02-17,186000,5000,798265,224277,92615,131662,169374,119021,50353,-182015
2020-02-14,181000,2500,645545,264401,89845,174556,105318,123484,-18166,-156390
2020-02-13,178500,4500,1215090,473581,190550,283031,230943,260282,-29339,-253692
2020-02-12,174000,500,326275,109711,83287,26424,28915,67851,-38936,12512
2020-02-11,173500,500,433405,106340,74238,32102,69328,128044,-58716,26614
2020-02-10,173000,1500,496142,113683,75643,38040,54765,138004,-83239,45199
2020-02-07,171500,-1000,430732,87841,122326,-34485,54777,86905,-32128,66613
2020-02-06,172500,8000,831467,194450,96289,98161,276139,53802,222337,-320498
2020-02-05,164500,-3000,654917,84770,304763,-219993,81466,162596,-81130,301123
2020-02-04,167500,1000,714181,132549,369294,-236745,150940,91634,59306,177439
2020-02-03,166500,1500,682627,177562,129908,47654,164555,117944,46611,-94265
2020-01-31,165000,-2000,587953,135552,109613,25939,106528,137044,-30516,4577
2020-01-30,167000,-4000,632053,94845,161243,-66398,76161,134528,-58367,124765
2020-01-29,171000,500,490096,76495,198113,-121618,78388,54762,23626,97992
2020-01-28,170500,-5000,677942,157516,145443,12073,84530,70977,13553,-25626
2020-01-23,175500,-1000,349287,77890,119771,-41881,60995,55203,5792,36089
2020-01-22,176500,4000,380522,122122,69574,52548,71751,41656,30095,-82643
2020-01-21,172500,0,413021,64103,61286,2817,85842,85091,751,-3568
2020-01-20,172500,-2500,568512,94401,107540,-13139,99225,69726,29499,-16360
2020-01-17,175000,-5500,818082,101319,264521,-163202,43493,160091,-116598,279800
2020-01-16,180500,4000,1272730,171524,219905,-48381,160222,220162,-59940,108321
2020-01-15,176500,-1500,293546,52094,95031,-42937,61568,66833,-5265,48202
2020-01-14,178000,-1500,506237,72654,144774,-72120,95629,140273,-44644,116764
2020-01-13,179500,2000,453131,61164,83532,-22368,65464,127103,-61639,84007
2020-01-10,177500,500,431127,76006,126384,-50378,75825,115698,-39873,90251
2020-01-09,177000,4000,519560,128956,163490,-34534,59623,120514,-60891,95425
2020-01-08,173000,-5000,891120,157146,176411,-19265,184584,92360,92224,-72959
2020-01-07,178000,5000,457371,96069,96421,-352,111954,81675,30279,-29927
2020-01-06,173000,-4500,575093,112853,121399,-8546,82433,62264,20169,-11623
2020-01-03,177500,-2500,498043,77362,173752,-96390,88585,68148,20437,75953
2020-01-02,180000,-1000,621826,116056,157291,-41235,94564,130377,-35813,77048
2019-12-30,181000,-3000,527906,115537,93071,22466,56658,132920,-76262,53796
2019-12-27,184000,3000,1406310,215567,265698,-50131,85839,133265,-47426,97557
2019-12-26,189500,4500,2138836,356934,93340,263594,152418,114688,37730,-301324
2019-12-24,185000,-1500,684744,113690,73091,40599,79243,55399,23844,-64443
2019-12-23,186500,4500,872033,220870,73650,147220,132222,95270,36952,-184172
2019-12-20,182000,1500,553057,124600,50352,74248,123166,90534,32632,-106880
2019-12-19,180500,3000,688837,139141,70001,69140,97019,94511,2508,-71648
2019-12-18,177500,-1500,568183,121594,99990,21604,84488,167211,-82723,61119
2019-12-17,179000,9000,956542,220089,95596,124493,221251,175450,45801,-170294
2019-12-16,170000,-2000,349331,78379,44506,33873,58954,135697,-76743,42870
2019-12-13,172000,1000,611433,176382,107995,68387,127384,213895,-86511,18124
2019-12-12,171000,6500,961611,309425,260231,49194,302341,228616,73725,-122919
2019-12-11,164500,-2000,484732,97608,71599,26009,129283,186355,-57072,31063
2019-12-10,166500,-1500,558446,78606,57224,21382,193738,280862,-87124,65742
2019-12-09,168000,-2000,346240,72564,83265,-10701,95749,98129,-2380,13081
2019-12-06,170000,1500,337447,56932,61592,-4660,84315,54700,29615,-24955
2019-12-05,168500,-2500,581994,65702,53017,12685,164049,143255,20794,-33479
2019-12-04,171000,-3500,427490,65547,41061,24486,105715,123505,-17790,-6696
