날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수
2020-02-12,172000,2000,407917,145982,88809,57173,94156,90700,3456,-60629
2020-02-11,170000,1000,307120,92643,68455,24188,85235,76081,9154,-33342
2020-02-10,169000,1500,375209,129923,84840,45083,125604,146393,-20789,-24294
2020-02-07,167500,1500,522100,112012,111369,643,161187,176028,-14841,14198
2020-02-06,166000,3000,552044,195523,110525,84998,138559,182611,-44052,-40946
2020-02-05,163000,-1500,456954,95681,145484,-49803,126818,203340,-76522,126325
2020-02-04,164500,5000,394773,100498,121045,-20547,123667,82517,41150,-20603
2020-02-03,159500,500,423907,137838,112761,25077,121494,101155,20339,-45416
2020-01-31,159000,-3000,346067,124542,80833,43709,58596,104075,-45479,1770
2020-01-30,162000,-1500,418908,161512,127615,33897,95935,98121,-2186,-31711
2020-01-29,163500,1000,255167,72427,93540,-21113,47145,69807,-22662,43775
2020-01-28,162500,-3000,513228,133829,102724,31105,141335,107215,34120,-65225
2020-01-23,165500,-500,323420,46989,92804,-45815,93376,100638,-7262,53077
2020-01-22,166000,1000,504350,115554,106204,9350,150743,242727,-91984,82634
2020-01-21,165000,-3500,389155,61264,119675,-58411,121562,81629,39933,18478
2020-01-20,168500,0,380510,93230,170090,-76860,130517,58729,71788,5072
2020-01-17,168500,-3000,354724,75254,87550,-12296,57341,90746,-33405,45701
2020-01-16,171500,1500,260049,63603,65882,-2279,69938,58413,11525,-9246
2020-01-15,170000,3000,462119,134259,122439,11820,155562,78060,77502,-89322
2020-01-14,167000,0,423286,90072,132595,-42523,148588,78809,69779,-27256
2020-01-13,167000,2000,475667,100101,181199,-81098,179775,69904,109871,-28773
2020-01-10,165000,1000,401906,130408,167205,-36797,132866,53992,78874,-42077
2020-01-09,164000,4500,878319,489750,463931,25819,124861,105174,19687,-45506
2020-01-08,159500,-500,851619,366182,239479,126703,172149,129899,42250,-168953
2020-01-07,160000,5500,840186,331694,148734,182960,226884,49177,177707,-360667
2020-01-06,154500,2000,393715,159041,79014,80027,141654,66885,74769,-154796
2020-01-03,152500,0,314848,88095,112678,-24583,104996,81355,23641,942
2020-01-02,152500,-1000,241047,33704,104421,-70717,62823,42184,20639,50078
2019-12-30,153500,0,428587,165201,117287,47914,109243,165416,-56173,8259
2019-12-27,153500,5500,690548,197913,185704,12209,222602,84309,138293,-150502
2019-12-26,148000,1500,320921,88946,48566,40380,103456,34540,68916,-109296
2019-12-24,146500,-2000,367817,84034,102369,-18335,86864,38592,48272,-29937
2019-12-23,148500,-1500,283403,64774,99325,-34551,59828,67164,-7336,41887
2019-12-20,150000,0,545445,168891,176752,-7861,193929,167825,26104,-18243
2019-12-19,150000,-1000,175849,50797,49156,1641,48235,38540,9695,-11336
2019-12-18,151000,500,252752,54698,66741,-12043,112082,79285,32797,-20754
2019-12-17,150500,-1000,275832,71676,91314,-19638,53865,75377,-21512,41150
2019-12-16,151500,500,297095,84911,83145,1766,74007,70472,3535,-5301
2019-12-13,151000,1500,456822,130940,158084,-27144,128577,101213,27364,-220
2019-12-12,149500,-500,710378,426017,492866,-66849,133564,132160,1404,65445
2019-12-11,150000,500,480071,151083,283739,-132656,195126,76119,119007,13649
2019-12-10,149500,-2000,516074,203543,236065,-32522,136956,101913,35043,-2521
2019-12-09,151500,-2000,267330,78774,133613,-54839,62042,47909,14133,40706
2019-12-06,153500,4000,415390,200559,139151,61408,112043,61829,50214,-111622
2019-12-05,149500,-6500,841460,349354,398832,-49478,161011,134949,26062,23416
2019-12-04,156000,-1000,233141,82535,103231,-20696,69202,43220,25982,-5286
2019-12-03,157000,500,235453,86904,86237,667,83128,64228,18900,-19567
2019-12-02,156500,1000,250192,86623,74810,11813,101491,67235,34256,-46069
2019-11-29,155500,-1500,471253,146744,245524,-98780,157229,96711,60518,38262
2019-11-28,157000,-500,218221,90752,71035,19717,63411,57550,5861,-25578
2019-11-27,157500,0,294619,78386,82349,-3963,120786,73806,46980,-43017
2019-11-26,157500,1000,361401,106032,95093,10939,185930,158521,27409,-38348
2019-11-25,156500,3500,300270,95148,85861,9287,98361,52643,45718,-55005
2019-11-22,153000,-1000,335038,114886,124475,-9589,96432,83365,13067,-3478
2019-11-21,154000,-2500,666854,237756,283943,-46187,193142,155686,37456,8731
2019-11-20,156500,0,332676,110497,126296,-15799,125584,69544,56040,-40241
2019-11-19,156500,-1000,323233,100219,161063,-60844,119733,46714,73019,-12175
2019-11-18,157500,2000,372362,140740,81018,59722,114075,84094,29981,-89703
2019-11-15,155500,1000,281084,120498,73757,46741,70348,28614,41734,-88475
2019-11-14,154500,1000,651414,389431,370489,18942,118538,90762,27776,-46718
2019-11-13,153500,0,376959,110417,200259,-89842,174971,25603,149368,-59526
2019-11-12,153500,-500,396292,125274,176766,-51492,158310,59424,98886,-47394
2019-11-11,154000,2000,509809,115413,200501,-85088,259967,95668,164299,-79211
합계,,,230322846,56845484,61624197,-4778713,37690296,36296264,1394032,3384681
