,날짜,종가,대비,거래량,기관 매수,기관 매도,기관 순매수,외국인 매수,외국인 매도,외국인 순매수,개인 순매수,Unnamed: 11,개인 매수,개인 매도,개인매수비율(%),개인매수비율증가(%p),개인매도비율(%),개인매도비율증가(%p)
151,2020-04-01,85400.0,-3300.0,2139848,420097,458181,-38084,167542,578518,-410976,449060,,1552209,1103149,72.53828309300474,8.564070405501752,51.55268037729782,-8.927752208365717
152,2020-03-31,88700.0,3300.0,2138183,395502,291500,104002,572009,332587,239422,-343424,,1170672,1514096,54.75078606461654,-17.787497028388195,70.81227378573303,19.259593408435208
153,2020-03-30,85400.0,-1000.0,1743720,333603,258606,74997,239046,459202,-220156,145159,,1171071,1025912,67.15934897804694,12.408562913430394,58.83467529190466,-11.977598493828367
154,2020-03-27,86400.0,1500.0,2513938,415575,296565,119010,298502,544799,-246297,127287,,1799861,1672574,71.59528198388345,4.435933005836517,66.53203062287136,7.697355330966701
155,2020-03-26,84900.0,400.0,3787074,582197,548166,34031,338511,612873,-274362,240331,,2866366,2626035,75.68814340570054,4.092861421817091,69.34205669073275,2.8100260678613864
156,2020-03-25,84500.0,9700.0,4604452,795324,794797,527,527600,615405,-87805,87278,,3281528,3194250,71.2685896171792,-4.419553788521341,69.37307631831105,0.03101962757830279
157,2020-03-24,74800.0,5900.0,2856282,749907,435482,314425,264348,967914,-703566,389141,,1842027,1452886,64.49037595027382,-6.778213666905387,50.866336027044945,-18.506740291266105
158,2020-03-23,68900.0,-2200.0,2391540,552689,602345,-49656,216074,847042,-630968,680624,,1622777,942153,67.85489684471095,3.3645208944371348,39.395243232394186,-11.471092794650758
159,2020-03-20,71100.0,5200.0,3349914,734388,699870,34518,509329,1325637,-816308,781790,,2106197,1324407,62.87316629620939,-4.9817305485015595,39.53555225596836,0.14030902357417574
160,2020-03-19,65900.0,-7600.0,3138004,764317,700640,63677,450652,1006635,-555983,492306,,1923035,1430729,61.282107989664766,-1.5910583065446247,45.59360026309718,6.058048007128818
161,2020-03-18,73500.0,-6600.0,2679420,388191,697614,-309423,285713,734096,-448383,757806,,2005516,1247710,74.84888520649992,13.566777216835149,46.56642109113166,0.9728208280344788
162,2020-03-17,80100.0,-2800.0,2492208,434616,478939,-44323,686872,1063457,-376585,420908,,1370720,949812,55.00022470034603,-19.848660506153884,38.111265191348394,-8.455155899783264
163,2020-03-16,82900.0,-4300.0,2674557,300287,394675,-94388,419983,1239020,-819037,913425,,1954287,1040862,73.06955880917849,18.069334108832457,38.91717394693776,0.805908755589364
164,2020-03-13,87200.0,-7800.0,4835445,679729,1001701,-321972,1028640,2203912,-1175272,1497244,,3127076,1629832,64.66987009468622,-8.399688714492271,33.70593606172751,-5.211237885210245
165,2020-03-12,95000.0,-5000.0,2312355,723583,664238,59345,447135,910510,-463375,404030,,1141637,737607,49.37118219304562,-15.298687901640598,31.89851904227508,-1.8074170194524335
166,2020-03-11,100000.0,-2000.0,2005654,566768,523579,43189,660634,978705,-318071,274882,,778252,503370,38.80290418985528,-10.568278003190336,25.097549228331506,-6.800969813943574
167,2020-03-10,102000.0,-2000.0,2491487,650449,581807,68642,871653,1514417,-642764,574122,,969385,395263,38.90788914411353,0.10498495425824927,15.864541938207985,-9.23300729012352
168,2020-03-09,104000.0,-6500.0,1658544,666726,692262,-25536,312412,553862,-241450,266986,,679406,412420,40.964002160931514,2.0561130168179815,24.866388832614632,9.001846894406647
169,2020-03-06,110500.0,-3500.0,1746834,505205,541445,-36240,536675,984088,-447413,483653,,704954,221301,40.35609565648482,-0.6079065044466958,12.668690900222918,-12.197697932391714
170,2020-03-05,114000.0,1000.0,1135241,399499,360493,39006,267807,502253,-234446,195440,,467935,272495,41.21900107554255,0.8629054190577321,24.00327331377214,11.334582413549223
171,2020-03-04,113000.0,500.0,1319901,356321,376701,-20380,386787,653525,-266738,287118,,576793,289675,43.69971687270485,2.480715797162297,21.946721761707884,-2.0565515520642563
172,2020-03-03,112500.0,-1000.0,1414986,534235,619094,-84859,298748,526830,-228082,312941,,582003,269062,41.13136101699946,-2.5683558557053843,19.015170468117706,-2.9315512935901786
173,2020-03-02,113500.0,-1500.0,1183337,425596,545328,-119732,253401,430186,-176785,296517,,504340,207823,42.62014962770538,1.4887886107059174,17.56245262338624,-1.4527178447314668
174,2020-02-28,115000.0,-6000.0,1777353,884306,712883,171423,400171,717888,-317717,146294,,492876,346582,27.730900952146254,-14.889248675559127,19.499896756581276,1.9374441331950365
175,2020-02-27,121000.0,-1500.0,779402,418285,320235,98050,200454,319941,-119487,21437,,160663,139226,20.61362429144395,-7.117276660702302,17.863182285906372,-1.636714470674903
176,2020-02-26,122500.0,0.0,1001834,520204,291725,228479,276884,555983,-279099,50620,,204746,154126,20.437118324991964,-0.17650596645198746,15.3843850378406,-2.4787972480657725
177,2020-02-25,122500.0,0.0,796176,285732,243460,42272,184201,419512,-235311,193039,,326243,133204,40.976241434054785,20.53912310906282,16.73047165450855,1.3460866166679484
178,2020-02-24,122500.0,-5500.0,911932,373791,306434,67357,239330,328693,-89363,22006,,298811,276805,32.76680717421913,-8.209434259835653,30.35368865222407,13.62321699771552
179,2020-02-21,128000.0,-2000.0,686417,189757,284220,-94463,272479,216044,56435,38028,,224181,186153,32.65959322103036,-0.10721395318876858,27.11952064124286,-3.2341680109812074
180,2020-02-20,130000.0,-1500.0,711858,251946,307916,-55970,222839,164466,58373,-2403,,237073,239476,33.303411635466624,0.6438184144362609,33.64097895928682,6.521458318043958
181,2020-02-19,131500.0,-1000.0,776121,271079,344893,-73814,287397,236672,50725,23089,,217645,194556,28.042663450673285,-5.260748184793339,25.067740725995048,-8.573238233291772
182,2020-02-18,132500.0,-3000.0,744150,181337,357959,-176622,262577,217909,44668,131954,,300236,168282,40.34616676745279,12.303503316779508,22.613989115097763,-2.453751610897285
183,2020-02-17,135500.0,2000.0,555451,175916,136767,39149,209499,225712,-16213,-22936,,170036,192972,30.61224122379832,-9.733925543654472,34.74149834998947,12.127509234891708
184,2020-02-14,133500.0,500.0,591584,163148,151162,11986,235260,266576,-31316,19330,,193176,173846,32.65402715421647,2.0417859304181505,29.386528371287934,-5.354969978701536
185,2020-02-13,133000.0,-3000.0,1035208,282234,514840,-232606,332468,287122,45346,187260,,420506,233246,40.62043569987867,7.966408545662198,22.531317377763695,-6.8552109935242385
186,2020-02-12,136000.0,3500.0,1373302,448913,543777,-94864,514313,310474,203839,-108975,,410076,519051,29.860584197794804,-10.759851502083865,37.79583806038293,15.264520682619231
187,2020-02-11,132500.0,2500.0,949247,465141,309916,155225,80396,194799,-114403,-40822,,403710,444532,42.52949969818182,12.668915500387019,46.82996101120151,9.034122950818585
188,2020-02-10,130000.0,-1000.0,669628,189649,222811,-33162,219387,210945,8442,24720,,260592,235872,38.91593541488707,-3.6135642832947497,35.22433351054615,-11.605627500655359
189,2020-02-07,131000.0,-1000.0,999598,335078,403082,-68004,301662,277865,23797,44207,,362858,318651,36.30039275788867,-2.6155426569984,31.87791492179856,-3.346418588747593
190,2020-02-06,132000.0,8000.0,1659774,625468,523077,102391,400984,354004,46980,-149371,,633322,782693,38.15712259620888,1.8567298383202058,47.1566008384274,15.278685916628842
191,2020-02-05,124000.0,0.0,1032267,193534,350383,-156849,567329,427188,140141,16708,,271404,254696,26.292034909572813,-11.865087686636066,24.67346142034958,-22.483139418077823
192,2020-02-04,124000.0,500.0,1203992,311203,502867,-191664,567327,423459,143868,47796,,325462,277666,27.031907188752086,0.7398722791792736,23.062113369524052,-1.6113480508255265
193,2020-02-03,123500.0,-1500.0,1270442,470480,458402,12078,403366,418278,-14912,2834,,396596,393762,31.217166938750452,4.185259749998366,30.994094968522766,7.931981598998714
194,2020-01-31,125000.0,-2500.0,1035126,403713,511727,-108014,330547,197791,132756,-24742,,300866,325608,29.06564031818349,-2.151526620566962,31.455880733359997,0.46178576483723077
195,2020-01-30,127500.0,-3500.0,1034661,476835,487636,-10801,253947,218168,35779,-24978,,303879,328857,29.369909564582024,0.30426924639853326,31.784033611008823,0.32815287764882584
196,2020-01-29,131000.0,0.0,1318578,415940,561483,-145543,583278,395910,187368,-41825,,319360,361185,24.22003097276005,-5.149878591821974,27.392008663878816,-4.3920249471300075
197,2020-01-28,131000.0,500.0,1841752,606828,584186,22642,693316,632104,61212,-83854,,541608,625462,29.407216606796137,5.187185634036087,33.96016401773963,6.5681553538608135
198,2020-01-23,130500.0,3500.0,2492785,757055,539212,217843,990111,835388,154723,-372566,,745619,1118185,29.911083386653882,0.503866779857745,44.856856888981596,10.896692871241967
199,2020-01-22,127000.0,10000.0,2773421,1017139,757743,259396,847848,600072,247776,-507172,,908434,1415606,32.754998249454374,2.843914862800492,51.04187211389832,6.185015224916725
200,2020-01-21,117000.0,-1000.0,545156,189418,155537,33881,149926,279743,-129817,95936,,205812,109876,37.75286340056791,4.997865151113537,20.15496481741006,-30.88690729648826
201,2020-01-20,118000.0,-500.0,445922,166814,183366,-16552,62065,111907,-49842,66394,,217043,150649,48.672862070048126,10.919998669480215,33.78371105260561,13.62874623519555
202,2020-01-17,118500.0,0.0,574301,233284,279932,-46648,123358,161432,-38074,84722,,217659,132937,37.89981211942866,-10.773049950619466,23.14761771266287,-10.63609333994274
203,2020-01-16,118500.0,3500.0,1638719,539889,436627,103262,616305,698762,-82457,-20805,,482525,503330,29.44525571498225,-8.45455640444641,30.714844949012004,7.567227236349133
204,2020-01-15,115000.0,-1000.0,564142,241876,175571,66305,147024,318427,-171403,105098,,175242,70144,31.06345565478195,1.6181999397997018,12.433748949732513,-18.281095999279493
205,2020-01-14,116000.0,1000.0,739959,228198,224025,4173,265796,369457,-103661,99488,,245965,146477,33.24035520886968,2.176899554087729,19.795285955032643,7.36153700530013
206,2020-01-13,115000.0,1500.0,692917,154366,166452,-12086,310131,356678,-46547,58633,,228420,169787,32.96498714853294,-0.27536806033673855,24.503223329778315,4.707937374745672
207,2020-01-10,113500.0,2000.0,896507,208126,243828,-35702,385562,483694,-98132,133834,,302819,168985,33.777650369712674,0.8126632211797329,18.849267211522054,-5.653956118256261
208,2020-01-09,111500.0,-500.0,1375510,455592,793703,-338111,515600,442417,73183,264928,,404318,139390,29.394042936801622,-4.383607432911052,10.133695865533511,-8.715571345988543
209,2020-01-08,112000.0,-3500.0,1044825,332171,517507,-185336,339058,352245,-13187,198523,,373596,175073,35.75680137822123,6.362758441419611,16.756203191922094,6.6225073263885825
210,2020-01-07,115500.0,-500.0,674196,217943,316208,-98265,228691,279274,-50583,148848,,227562,78714,33.75309257248634,-2.0037088057348953,11.675239841233113,-5.080963350688981
211,2020-01-06,116000.0,0.0,334574,131448,175106,-43658,76751,86656,-9905,53563,,126375,72812,37.77191294003718,4.018820367550845,21.762599604272896,10.087359763039784
212,2020-01-03,116000.0,-2000.0,1145187,379575,559345,-179770,199193,438035,-238842,418612,,566419,147807,49.460830414596046,11.688917474558863,12.906800374087377,-8.85579923018552
213,2020-01-02,118000.0,-2500.0,556532,216336,321975,-105639,45158,162832,-117674,223313,,295038,71725,53.01366318558502,3.552832770988971,12.88784831779664,-0.018952056290736152
214,2019-12-30,120500.0,0.0,467794,144435,106221,38214,188305,274329,-86024,47810,,135054,87244,28.87040021889977,-24.143262966685246,18.65008956934035,5.762241251543708
215,2019-12-27,120500.0,-2000.0,422565,165762,235206,-69444,70239,112778,-42539,111983,,186564,74581,44.150367399098364,15.279967180198593,17.649592370404555,-1.0004971989357934
216,2019-12-26,122500.0,500.0,552469,202120,202026,94,36907,216611,-179704,179610,,313442,133832,56.73476701860195,12.584399619503586,24.224345619392217,6.574753248987662
217,2019-12-24,122000.0,-500.0,600726,364137,166889,197248,85942,330596,-244654,47406,,150647,103241,25.077489570952483,-31.657277447649466,17.18603822707857,-7.038307392313648
218,2019-12-23,122500.0,-1500.0,1462906,811526,323750,487776,366907,992488,-625581,137805,,284473,146668,19.445747026808284,-5.631742544144199,10.025797966513228,-7.160240260565342
219,2019-12-20,124000.0,500.0,1001899,216206,202787,13419,631720,646594,-14874,1455,,153973,152518,15.3681159478151,-4.077631078993184,15.222891728607374,5.197093762094147
220,2019-12-19,123500.0,500.0,905299,238402,311385,-72983,514430,503322,11108,61875,,152467,90592,16.841618073144897,1.4735021253297962,10.006859612128148,-5.2160321164792265
221,2019-12-18,123000.0,1000.0,1135407,387015,323681,63334,573648,559748,13900,-77234,,174744,251978,15.390428278141671,-1.4511897950032253,22.192746741917215,12.185887129789068
222,2019-12-17,122000.0,3000.0,1904603,615182,369202,245980,1053011,1158190,-105179,-140801,,236410,377211,12.412560517861202,-2.9778677602804695,19.805229751292003,-2.387516990625212
223,2019-12-16,119000.0,-2000.0,1015046,251938,228964,22974,411310,736487,-325177,302203,,351798,49595,34.65833075545345,22.245770237592247,4.885985462727797,-14.919244288564206
224,2019-12-13,121000.0,1000.0,1058172,264822,229697,35125,518063,714253,-196190,161065,,275287,114222,26.015335881123296,-8.642994874330153,10.794275410802781,5.908289948074984
225,2019-12-12,120000.0,1000.0,5201616,853512,655913,197599,4209145,4464276,-255131,57532,,138959,81427,2.6714582545116747,-23.343877626611622,1.5654173626042367,-9.228858048198544
226,2019-12-11,119000.0,-1000.0,1015977,271317,273476,-2159,607234,687691,-80457,82616,,137426,54810,13.526487312212776,10.8550290577011,5.394807165910252,3.8293898033060154
227,2019-12-10,120000.0,500.0,784383,147619,198174,-50555,533243,536305,-3062,53617,,103521,49904,13.197761807688336,-0.3287255045244404,6.3621980588564515,0.9673908929461996
228,2019-12-09,119500.0,1000.0,902113,261308,250701,10607,519770,544627,-24857,14250,,121035,106785,13.416833589583565,0.21907178189522902,11.837208864078004,5.475010805221553
229,2019-12-06,118500.0,500.0,1504634,278507,284615,-6108,1032502,1128011,-95509,101617,,193625,92008,12.868578006345729,-0.548255583237836,6.1149754691174065,-5.722233394960598
230,2019-12-05,118000.0,-4000.0,1560647,521525,476964,44561,562095,959534,-397439,352878,,477027,124149,30.565976803210464,17.697398796864736,7.954969957972559,1.8399944888551527
231,2019-12-04,122000.0,500.0,1498918,499268,519745,-20477,840914,804342,36572,-16095,,158736,174831,10.59003894809456,-19.975937855115905,11.663813497469508,3.7088435394969492
232,2019-12-03,121500.0,0.0,849994,345741,350645,-4904,427711,376235,51476,-46572,,76542,123114,9.005004741209937,-1.5850342068846217,14.4841022407217,2.820288743252192
233,2019-12-02,121500.0,500.0,862135,327772,408274,-80502,336223,333064,3159,77343,,198140,120797,22.98247954206708,13.977474800857141,14.011378728389406,-0.47272351233229415
234,2019-11-29,121000.0,-3000.0,1016506,286561,313094,-26533,398969,620633,-221664,248197,,330976,82779,32.560161966579635,9.577682424512556,8.143483658729018,-5.867895069660388
235,2019-11-28,124000.0,500.0,742295,228132,188033,40099,424341,393124,31217,-71316,,89822,161138,12.10057995810291,-20.459582008476723,21.70808101900188,13.564597360272863
236,2019-11-27,123500.0,1000.0,697261,215352,205193,10159,393622,372981,20641,-30800,,88287,119087,12.661973063171466,0.5613931050685554,17.079257265213457,-4.628823753788424
237,2019-11-26,122500.0,-2500.0,1854318,433362,328549,104813,1064778,1389405,-324627,219814,,356178,136364,19.208032279253075,6.546059216081609,7.353862713946584,-9.725394551266874
238,2019-11-25,125000.0,1500.0,640837,187642,226310,-38668,356579,288654,67925,-29257,,96616,125873,15.076532722049446,-4.131499557203629,19.641968238413202,12.28810552446662
239,2019-11-22,123500.0,-1000.0,707333,275545,137672,137873,295093,426284,-131191,-6682,,136695,143377,19.325409672671853,4.248876950622407,20.27008495291468,0.628116714501477
240,2019-11-21,124500.0,0.0,724349,293145,303393,-10248,299421,308823,-9402,19650,,131783,112133,18.193301847590043,-1.1321078250818104,15.480521130007773,-4.789563822906906
241,2019-11-20,124500.0,-500.0,593391,215633,211131,4502,254867,316717,-61850,57348,,122891,65543,20.709953470814355,2.5166516232243126,11.04549951044084,-4.435021619566934
242,2019-11-19,125000.0,-1000.0,537780,192009,183643,8366,228217,236119,-7902,-464,,117554,118018,21.859124549072114,1.1491710782577584,21.945405184276098,10.899905673835258
243,2019-11-18,126000.0,500.0,596279,153757,159573,-5816,271261,321420,-50159,55975,,171261,115286,28.721621925306778,6.862497376234664,19.33423783161909,-2.611167352657006
244,2019-11-15,125500.0,1000.0,469109,269053,118041,151012,85835,192430,-106595,-44417,,114221,158638,24.348498962927593,-4.373122962379185,33.81687411667651,14.482636285057417
245,2019-11-14,124500.0,0.0,540352,360487,378151,-17664,85384,101162,-15778,33442,,94481,61039,17.485083797228473,-6.86341516569912,11.296155098898495,-22.520719017778013
246,2019-11-13,124500.0,-1000.0,528121,308939,208379,100560,92908,203559,-110651,10091,,126274,116183,23.910050916361968,6.424967119133495,21.999314551021453,10.703159452122957
247,2019-11-12,125500.0,2000.0,598855,217716,138395,79321,232988,265354,-32366,-46955,,148151,195106,24.73904367501315,0.8289927586511823,32.57983986106821,10.580525310046756
248,2019-11-11,123500.0,-500.0,370258,191115,156863,34252,72750,132478,-59728,25476,,106393,80917,28.73482814685976,3.9957844718466085,21.854220570521097,-10.725619290547112
249,합계,,,475096862,129220411,128791761,428650,83234473,108712269,-25477796,25049146,,262641978,237592832,55.28177494045414,26.546946793594383,50.0093456731777,28.1551251026566
